tu_fico_9,tradeline_count,inquiry_count,collection_count,revolving_utilization,delinquent_secured,delinquent_unsecured,bankruptcy_count,stated_indiv_income,stated_additional_income,tu_income_estimate,tu_monthly_payments,tu_mortgage_payments,riskview,principal,cpb,days_delinquent,payment_history
738,70,2,0,18,0,0,0,70000,0,95,976,0,665,,,,"installment;2010-07-30;2013-09-20;0;29072;0;0;coSigner;1111111111111111111111111111111111111;0,installment;2013-09-07;2016-12-03;0;30494;0;0;individual;111111111111111111111111111111111111111;0,installment;2017-08-24;2020-11-30;0;14972;0;0;jointContractLiability;11111111111111111111111111111111111111;0,installment;2018-10-11;2021-03-11;14092;21503;0;0;jointContractLiability;11111111111111111111111111111;381,installment;2019-10-24;2021-04-26;4665;8035;0;0;individual;1111111111XX11111;245,revolving;2010-03-08;2016-09-27;0;3514;3600;0;jointContractLiability;111111111111111111111111111111111111111111111111;0,revolving;2011-02-14;2019-12-19;0;290;200;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2011-07-08;2014-10-27;0;423;750;0;individual;111111111111111111111111111111111111111;0,revolving;2011-08-04;2014-08-20;0;391;400;0;individual;11111111111111111111111111111111111;0,revolving;2011-09-27;2014-05-09;0;505;500;0;individual;1111111111111111111111111111111;0,revolving;2011-12-16;2017-04-27;0;527;500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2011-12-18;2015-01-24;0;328;930;0;individual;1111111111111111111111111111111111111;0,revolving;2011-12-19;2015-01-24;0;109;350;0;individual;1111111111111111111111111111111111111;0,revolving;2011-12-19;2016-02-23;0;1254;2000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-01-22;2016-10-05;0;234;1000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-01-30;2013-02-02;0;175;180;0;individual;111111111111;0,revolving;2012-03-29;2017-05-28;0;992;1800;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-10-21;2018-08-03;0;3048;4500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-10-23;2014-05-22;0;76;200;0;individual;111111111111111111;0,revolving;2012-11-23;2019-10-04;0;283;300;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-02-18;2020-06-23;0;390;1024;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-03-07;2017-05-26;0;0;200;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-03-20;2021-04-27;1534;4071;6900;0;individual;111111111111111111111111;29,revolving;2013-03-29;2017-06-02;0;798;2000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-04-17;2017-06-02;0;0;200;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-08-01;2018-10-09;0;221;700;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-12-01;2021-04-12;0;496;4900;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-01-02;2016-01-08;0;0;200;0;individual;111111111111111111111111;0,revolving;2014-01-29;2015-06-20;0;103;400;0;individual;1111111111111111;0,revolving;2014-03-06;2018-08-19;0;2053;4000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-04-05;2015-01-23;0;776;1750;0;individual;111111111;0,revolving;2014-04-30;2015-02-12;0;75;300;0;individual;111111111;0,revolving;2014-05-14;2021-02-10;0;4523;4600;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-06-19;2015-06-19;0;587;600;0;individual;11111111111;0,revolving;2014-08-18;2015-12-02;0;513;1000;0;individual;111111111111111;0,revolving;2014-08-31;2015-01-26;0;183;700;0;individual;1111;0,revolving;2014-09-23;2021-04-27;0;8353;800;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2014-10-20;2018-02-24;0;129;550;0;individual;1111111111111111111111111111111111111111;0,revolving;2014-12-06;2021-04-08;770;1639;2900;0;individual;111111111111111111111111111111111111111111111111;29,revolving;2015-01-11;2015-01-11;0;0;1600;0;individual;;0,revolving;2015-01-11;2017-05-16;0;43;1600;0;individual;1111111111111111111111111111;0,revolving;2015-03-20;2018-05-20;0;2517;2400;0;individual;1111111111111111111111111111111111111;0,revolving;2015-05-27;2021-04-27;0;4953;5500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-05-29;2020-09-10;0;5636;200;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-10-20;2017-03-07;0;7611;8000;0;terminated;1111111111111111;0,revolving;2015-10-24;2021-04-24;0;265;1000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-11-07;2021-04-24;371;713;2500;0;individual;111111111111111111111111111111111111111111111111;29,revolving;2015-11-09;2018-11-10;0;114;2000;0;individual;111111111111111111111111111111111111;0,revolving;2016-01-17;2018-11-10;0;0;1000;0;individual;1111111111111111111111111111111111;0,revolving;2016-02-15;2019-02-09;0;185;750;0;individual;111111111111111111111111111111111111;0,revolving;2016-02-25;2021-04-20;232;638;750;0;jointContractLiability;111111111111111111111111111111111111111111111111;35,revolving;2016-05-01;2021-04-19;0;1667;4500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2016-06-06;2016-06-28;0;0;1800;0;individual;;0,revolving;2016-06-13;2018-03-09;0;739;1000;0;individual;11111111111111111111;0,revolving;2016-08-10;2021-04-24;0;3990;5600;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2016-09-24;2019-11-23;0;127;500;0;individual;11111111111111111111111111111111111111;0,revolving;2016-11-25;2019-08-03;0;0;750;0;individual;111111111111111111111111111111111;0,revolving;2017-04-30;2019-11-12;0;463;1050;0;individual;111111111111111111111111111111;0,revolving;2017-08-12;2021-04-24;678;1045;1430;0;authorizedUser;1111111111111111111111111111111111111111111;35,revolving;2017-08-20;2020-06-11;0;72;1024;0;individual;1111111111111111111111111111111111;0,revolving;2018-05-20;2021-04-18;0;810;1024;0;individual;11111111111111111111111111111111111;0,revolving;2018-12-01;2021-04-28;0;156;2500;0;individual;1111111111111111111111111111;0,revolving;2019-01-02;2021-04-16;0;7435;11000;0;individual;111111111111111111111111111;0,revolving;2019-04-11;2021-04-11;0;6518;10100;0;individual;11111111111111111111111;0,revolving;2019-09-01;2021-04-12;0;1998;2000;0;individual;1111111111111111111;0,revolving;2019-10-14;2021-03-31;0;685;6500;0;individual;11111111111111111;0,revolving;2020-07-16;2021-04-16;3610;4096;4100;0;individual;11111111;54,revolving;2020-08-12;2021-04-20;2460;2633;2700;0;individual;11111111;35,revolving;2020-12-06;2021-04-03;41;271;650;0;individual;111;29,revolving;2021-02-12;2021-04-20;7582;7658;21300;0;individual;11;75"
581,15,1,0,0,0,0,2,90,55000,84,0,0,750,,,,"installment;2006-08-29;2016-12-31;0;9056;0;0;individual;5555555431111114311155431111111;0,installment;2009-05-28;2012-03-07;0;25607;0;0;jointContractLiability;1111111111111111111111111111111111;0,installment;2014-02-04;2019-05-07;0;42835;0;0;individual;;0,lineOfCredit;1995-10-13;2021-04-01;0;509;500;0;individual;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX111111111111;0,lineOfCredit;2020-08-01;2020-12-01;0;1000;0;0;individual;111;0,mortgage;2008-12-06;2012-12-03;0;266585;0;0;jointContractLiability;111111111111111111111111111111111111111111111111;0,mortgage;2008-12-06;2020-02-29;0;266585;0;0;jointContractLiability;;0,open;2017-02-05;2021-04-15;0;666;0;0;individual;;0,revolving;1997-09-14;2019-12-21;0;2316;1900;0;authorizedUser;111111111111111111111111111111111111111111111111;0,revolving;2004-03-07;2019-12-19;0;3725;5000;0;authorizedUser;111111111111111111111111111111111111111111111111;0,revolving;2005-10-24;2015-12-24;0;4865;4300;0;authorizedUser;;0,revolving;2008-12-16;2019-12-25;0;313;100;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-11-18;2018-02-07;0;1017;800;0;individual;11111111111111111111111111;0,revolving;2018-09-05;2021-04-04;0;910;700;0;individual;;0,revolving;2018-12-01;2020-11-27;0;0;0;0;individual;;0"
556,23,50,5,6,0,16,0,85000,0,74,2021,0,,,,,"installment;2011-01-14;2011-07-18;0;360;0;0;individual;;0,installment;2011-05-17;2011-08-26;0;250;0;0;individual;11;0,installment;2011-09-14;2012-03-02;0;500;0;0;individual;11111;0,installment;2015-01-13;2016-01-25;0;23579;0;0;individual;;0,installment;2015-07-28;2016-03-14;0;113;0;0;individual;;0,installment;2017-02-02;2019-04-30;0;30000;0;0;jointContractLiability;;0,installment;2017-05-22;2021-03-31;19279;33880;0;0;jointContractLiability;111111111111111111111111111111111111111111111;660,installment;2019-09-21;2020-06-25;0;17257;0;0;individual;111111111;0,open;2001-10-31;2021-03-31;38314;0;0;353;individual;344455555555555543222221;1149,open;2019-09-10;2021-03-31;1979;1979;0;1979;individual;;59,revolving;2003-10-14;2021-04-01;1697;23073;22500;0;authorizedUser;111111111111111111111;35,revolving;2007-02-02;2021-04-17;0;15595;24500;0;authorizedUser;1111111111111111111111111111111111;0,revolving;2014-03-04;2021-04-04;2231;4694;12500;0;authorizedUser;1111111111111111111111111111111111;64,revolving;2015-07-24;2021-04-04;429;429;300;429;individual;;8,revolving;2019-01-17;2019-11-22;0;307;300;0;individual;111111111;0,revolving;2019-01-17;2021-04-23;0;390;300;0;individual;11111111111111111111111111;0,revolving;2019-07-22;2020-04-28;0;307;300;0;individual;11111111;0,revolving;2019-07-22;2020-07-20;0;463;300;0;individual;;0,revolving;2019-09-24;2021-04-27;286;390;300;0;individual;1111111112111111111;30,revolving;2019-10-06;2019-12-11;0;983;1000;0;authorizedUser;1;0,revolving;2019-12-16;2021-04-02;0;666;13000;0;authorizedUser;111111111111111;0,revolving;2020-12-01;2021-04-25;673;742;700;0;individual;1111;13,revolving;2021-04-09;2021-04-12;183;183;400;0;individual;;3"
477,2,2,1,0,0,0,0,40000,15000,54,52,0,,,,,"open;1999-09-21;2021-04-02;0;0;0;0;individual;111111111111111111111111111111111111111111111111;0,open;2018-12-18;2021-04-03;1756;0;0;1756;individual;;52"
449,33,13,1,77,0,8,0,48000,0,53,2444,0,,,,,"installment;2010-11-08;2021-03-31;3510;2000;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;35,installment;2010-11-08;2021-03-31;3868;3500;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;38,installment;2010-11-08;2021-03-31;7020;4000;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;70,installment;2011-08-30;2021-03-31;1680;1000;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;16,installment;2011-08-30;2021-03-31;2427;2250;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;24,installment;2011-08-30;2021-03-31;3360;2000;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;33,installment;2012-08-29;2021-03-31;4825;4500;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;48,installment;2012-08-29;2021-03-31;9420;6000;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;94,installment;2013-01-18;2014-05-31;6750;6750;0;0;individual;111111111;67,installment;2013-08-23;2021-03-31;5953;5500;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;59,installment;2013-08-23;2021-03-31;8817;7000;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;88,installment;2014-03-07;2021-03-31;8378;14838;0;8378;jointContractLiability;;167,installment;2015-01-21;2021-03-31;5736;5500;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;57,installment;2015-01-21;2021-03-31;8729;7000;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;87,installment;2016-01-26;2021-03-31;1750;1750;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;17,installment;2016-01-26;2021-03-31;6516;5500;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;65,installment;2016-08-15;2021-03-31;24249;20500;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11;242,installment;2016-08-23;2021-03-31;24156;20000;0;0;primary;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX11;241,installment;2017-06-05;2021-03-31;11744;10250;0;0;individual;111XXX1111XXXXXXXXXXXXXXXXXXXXXX11XXXXXXXXXX1;117,installment;2017-06-15;2021-03-31;11672;10000;0;0;primary;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX11XXXXXXXXXX1;116,installment;2017-08-22;2021-03-31;4715;4000;0;0;primary;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX11XXXXXXXX1;47,installment;2018-07-23;2021-03-31;8557;7722;0;0;individual;XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX1;85,installment;2018-11-12;2021-03-31;14764;13666;0;0;individual;XXXXXXXXXXXXXXXXXXXXXXXXXXX1;147,installment;2018-11-12;2021-03-31;7211;6600;0;0;primary;XXXXXXXXXXXXXXXXXXXXXXXXXXX1;72,installment;2019-03-26;2021-03-31;2602;2446;0;0;individual;XXXXXXXXXXXXXXXXXXXXXXX1;26,installment;2019-09-19;2021-03-31;1195;3661;0;1195;individual;;11,installment;2019-11-11;2021-03-31;19679;19458;0;0;individual;XXXXXXXXXXXXXXX1;196,installment;2020-10-01;2021-03-31;1344;1571;0;0;individual;11111;87,revolving;2018-10-10;2021-04-27;255;566;300;0;individual;11121111111143211211321111111;40,revolving;2018-12-07;2021-04-10;152;483;100;40;individual;1132111111143211555432113211;10,revolving;2019-01-29;2021-04-04;594;594;400;594;individual;;11,revolving;2020-08-10;2021-04-22;189;330;300;0;individual;11111111;30,revolving;2021-03-22;2021-04-21;97;97;200;0;individual;;1"
478,7,3,4,0,0,0,0,75000,50000,53,1622,0,,,,,"installment;2011-09-26;2018-02-28;0;14250;0;0;individual;55555555541111;0,installment;2015-01-14;2015-03-13;0;250;0;0;individual;11;0,installment;2015-03-13;2015-04-13;0;250;0;0;individual;1;0,installment;2015-04-13;2021-03-31;952;610;0;952;individual;;9,installment;2019-03-21;2021-03-31;378;223;0;378;individual;;3,open;2007-06-01;2021-04-16;45236;0;0;6941;individual;;1357,open;2015-11-05;2021-04-16;8439;0;0;4987;individual;;253"
659,1,0,0,71,0,0,0,60000,0,48,85,0,594,,,,revolving;2019-09-27;2021-01-30;2854;3579;4000;0;authorizedUser;111111111111111;85
718,17,1,0,18,0,0,0,78600,0,47,786,0,718,20000,18796.52,0,"installment;2018-04-30;2021-04-30;19082;32414;0;0;individual;11111111111111111111111111111111111;594,revolving;2015-12-18;2017-10-28;0;1744;3000;0;individual;1111111111111111111111;0,revolving;2015-12-18;2019-12-28;0;1744;3000;0;individual;111111111111111111111111111;0,revolving;2017-04-20;2021-03-13;0;1150;2000;0;individual;1111111111111111111111111111111111111111111111;0,revolving;2017-04-28;2020-05-30;0;375;1250;0;individual;X111111111111111111111111111111111111;0,revolving;2017-07-01;2021-04-10;417;471;500;0;individual;11111111111111111;35,revolving;2017-07-06;2021-04-07;2090;2328;2300;0;individual;11111111111111111111111111111111111111111111;62,revolving;2018-03-25;2021-04-06;0;1382;2000;0;individual;111111111111111111111111111111111111;0,revolving;2018-04-01;2019-10-10;0;806;1100;0;individual;111111111111111111;0,revolving;2018-04-01;2021-04-17;1234;1234;4100;0;individual;111111111111111111;33,revolving;2018-09-21;2021-04-07;0;0;500;0;individual;111111111111111111111111111111;0,revolving;2018-10-03;2021-04-13;0;202;500;0;individual;11111111111111111111111111111;0,revolving;2018-10-03;2021-04-27;792;1017;1000;0;individual;111111111111111111111111111111;27,revolving;2018-11-24;2020-04-25;0;0;14000;0;individual;1111111111111111;0,revolving;2018-11-25;2021-04-13;0;696;6000;0;jointContractLiability;11111111111111111111111111111;0,revolving;2021-02-12;2021-04-12;0;0;1500;0;individual;1;0,revolving;2021-02-22;2021-04-09;528;528;8900;0;individual;1;35"
490,7,10,0,0,0,0,0,65000,0,41,93,0,,,,,"installment;2010-09-28;2015-08-10;0;1669;0;0;individual;55555555411111111XXX1X1X1;0,installment;2010-09-28;2015-08-10;0;1970;0;0;individual;55555555411111111XXX1X1X1;0,installment;2010-09-28;2021-04-04;2275;1669;0;2275;individual;;22,installment;2010-09-28;2021-04-04;3441;1970;0;3441;individual;;34,revolving;2016-02-02;2016-12-12;44;44;0;42;individual;;0,revolving;2020-11-04;2021-04-01;162;362;200;162;individual;;3,revolving;2020-12-10;2021-04-22;675;675;300;0;individual;111;34"
570,7,19,1,0,0,0,0,100000,0,50,0,0,,,,,"installment;2012-10-31;2013-04-05;0;3500;0;0;individual;11111;0,installment;2012-10-31;2013-04-05;0;5991;0;0;individual;11111;0,installment;2012-10-31;2016-08-18;0;3500;0;0;individual;5555555554111XX4111XX111;0,installment;2012-10-31;2016-08-18;0;5991;0;0;individual;5555555554111XX4111XX111;0,installment;2012-10-31;2021-04-04;0;3500;0;0;individual;;0,open;2015-10-07;2021-03-31;0;1177;0;0;individual;;0"
679,25,7,0,80,0,0,0,95000,0,183,3415,1094,747,,,,"installment;2000-01-13;2020-01-13;0;18269;0;0;coSigner;111111111111111111111111111111111111111111111111;0,installment;2012-10-10;2015-10-30;0;18000;0;0;individual;;0,installment;2013-11-01;2020-01-14;0;29692;0;0;jointContractLiability;111111111111111111111222111111111111111111111111;0,installment;2015-01-13;2018-03-05;0;7000;0;0;individual;1111111111111111111111111111111111111;0,installment;2016-12-08;2017-10-17;0;1050;0;0;individual;111111;0,installment;2019-03-28;2021-04-13;3815;10302;0;0;individual;111111111111111111111111;319,installment;2020-01-31;2021-03-31;31503;38246;0;0;jointContractLiability;1111111111111;619,installment;2020-04-13;2021-03-31;12550;15675;0;0;jointContractLiability;111111111;226,mortgage;2009-02-20;2013-05-31;0;129222;0;0;jointContractLiability;111111111111111;0,mortgage;2009-02-20;2021-03-31;96578;129222;0;0;jointContractLiability;111111111111111111111111111111121212121111211232;1094,mortgage;2015-11-09;2019-08-05;0;25000;0;0;individual;11111111111111111111111111111111111;0,revolving;1999-03-01;2019-12-27;0;2491;100;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2001-02-24;2021-04-24;0;1440;850;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2001-05-10;2021-04-07;15102;15518;15500;0;authorizedUser;1111111111111111111111111111;349,revolving;2004-11-08;2021-04-29;4676;9823;8200;0;authorizedUser;111111111111111111111111111111111211111111111111;133,revolving;2007-06-26;2019-03-24;0;5391;5000;0;individual;111111111111111111111111111111111111333343332221;0,revolving;2008-09-05;2021-04-12;609;2070;1115;0;individual;111111111111111111111111111111111111111111111111;25,revolving;2010-04-20;2016-10-10;0;3270;3300;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2011-01-03;2021-04-19;7432;8332;7500;0;authorizedUser;11111111111111;244,revolving;2011-07-13;2021-04-06;3228;3786;3700;0;individual;111111111111111111111111111111111111111111111111;89,revolving;2011-10-22;2021-04-21;4469;5007;5000;0;individual;111111111111111111111111111111111111111111111111;114,revolving;2011-11-08;2016-01-26;0;1915;1500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2012-09-09;2016-10-02;0;1167;2000;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2013-05-28;2021-04-29;3809;4879;5000;0;individual;111111111111111111111111111111111111111111111111;112,revolving;2019-12-28;2021-04-11;3238;5711;6200;0;individual;111111111111111;91"
530,1,0,0,0,0,0,0,384,0,32,8,0,,,,,open;2019-04-09;2021-04-03;286;0;0;286;individual;;8
598,9,4,3,4,0,0,0,31500,0,68,94,0,660,,,,"installment;2011-10-13;2014-11-30;0;2332;0;0;individual;XXXXXXXXXXX1111XXX1111;0,installment;2011-10-13;2018-11-12;0;2250;0;0;individual;5555555541111111111111111111XXX1;0,installment;2011-10-13;2021-04-04;1095;2250;0;1095;individual;;10,lineOfCredit;2014-06-02;2015-09-30;0;0;500;0;individual;11111X111111;0,open;2014-02-20;2021-03-31;311;311;0;311;individual;;9,revolving;2002-07-01;2021-04-25;79;1602;13500;0;authorizedUser;11111111111111111111111111111;35,revolving;2007-01-26;2021-04-10;753;5100;7000;0;authorizedUser;11111111111111111111X111111111111111111111111111;25,revolving;2013-12-18;2021-04-18;575;575;300;575;individual;;11,revolving;2021-02-07;2021-04-18;4;311;300;0;individual;1;4"
669,22,19,2,6,0,0,0,50000,0,76,3186,0,758,,,,"installment;1997-05-30;2019-05-22;0;3356;0;0;individual;XX11111XXXXXX11X1XXX1111111111111XX555411111;0,installment;2008-09-02;2019-05-31;0;4750;0;0;individual;111111XXXXXX1XXXXXXX111111111111111111;0,installment;2009-05-20;2019-05-31;0;131125;0;0;individual;111111XXXXXX1XXXXXXX111111111111111111;0,installment;2011-01-04;2011-07-20;0;1725;0;0;individual;111111;0,installment;2012-05-31;2012-10-17;0;792;0;0;individual;11111;0,installment;2012-10-17;2012-10-26;0;792;0;0;individual;;0,installment;2012-11-30;2013-07-23;0;792;0;0;individual;11111111;0,installment;2014-10-26;2015-05-07;0;7830;0;0;jointContractLiability;111111;0,installment;2015-04-08;2015-12-30;0;12491;0;0;jointContractLiability;4321111;0,installment;2015-11-27;2017-01-25;0;2155;0;0;individual;111112212111;0,installment;2016-06-28;2017-01-20;0;480;0;0;individual;1111111;0,installment;2019-05-20;2021-03-31;193719;188751;0;0;individual;1111111111111111111111;1937,installment;2019-08-07;2021-03-17;0;2392;0;0;individual;1111111111111111111;0,installment;2019-10-17;2021-03-31;19104;20581;0;0;individual;11111111111111111;467,installment;2020-01-21;2021-03-06;17645;18999;0;0;jointContractLiability;111111111111;366,installment;2021-03-17;2021-03-31;17099;17099;0;0;individual;;333,revolving;2017-12-31;2021-04-07;0;286;500;0;individual;111111111111111111111111111111111111111;0,revolving;2018-07-20;2021-04-04;8;740;750;0;individual;11111111111111111111111111111111;8,revolving;2018-08-15;2021-04-14;10;499;500;0;individual;1111111111111111111111111111111;5,revolving;2019-06-18;2021-04-10;133;294;300;0;individual;111111111111111111111;40,revolving;2019-07-24;2021-04-07;219;496;850;0;individual;11111111111111111111;30,revolving;2020-02-28;2021-04-06;0;0;3000;0;individual;1111111111111;0"
618,13,13,4,75,1,0,0,36000,0,26,1106,460,741,,,,"installment;2012-12-03;2021-04-01;6095;7400;0;6095;individual;;121,installment;2015-04-23;2021-04-30;6873;12289;0;0;individual;111111111111111111111111111111111111111111111111;353,installment;2020-07-22;2021-03-31;2330;2625;0;0;individual;11111111;94,lineOfCredit;2008-07-23;2013-04-30;0;500;500;0;individual;111111111111111111111111111111111111111111111111;0,lineOfCredit;2013-04-08;2019-08-31;0;5000;5000;0;individual;111222223211111111111111111111111111111111111122;0,mortgage;2013-01-18;2014-03-17;0;44800;0;0;individual;1111;0,mortgage;2013-01-18;2019-05-06;0;44800;0;0;individual;11222232111122222222232222222232X555555555455433;0,mortgage;2013-01-18;2021-03-31;46003;44800;0;0;individual;1XXXXXXXXX111111111111;460,revolving;2008-06-02;2012-08-26;0;3655;5000;0;individual;1111111111111111111111111111111111111111111;0,revolving;2011-02-05;2017-03-31;927;927;600;927;individual;;18,revolving;2012-07-12;2017-11-01;0;5165;5000;0;individual;1111111111111111111115432221211132332212;0,revolving;2017-12-03;2021-04-14;451;658;600;0;individual;111111111111111111111111111111111111111;30,revolving;2019-01-17;2021-04-14;378;540;500;0;individual;11111111111111111111111111;30"
544,27,23,6,0,0,0,0,56000,1200,44,1307,0,,,,,"installment;2014-05-15;2021-03-31;1359;1167;0;0;individual;XXXXXX1111114111XXX4111XX11XXX1XXXXXXXXXXXXXX411;13,installment;2014-05-15;2021-03-31;2407;2000;0;0;individual;XXXXXX1111114111XXX4111XX11XXX1XXXXXXXXXXXXXX411;24,installment;2014-10-08;2021-03-31;1199;975;0;0;individual;XXXXXX1111114111XXX4111XX11XXX1XXXXXXXXXXXXXX411;11,installment;2014-10-08;2021-03-31;678;583;0;0;individual;XXXXXX1111114111XXX4111XX11XXX1XXXXXXXXXXXXXX411;6,installment;2014-10-20;2021-03-31;1228;1000;0;0;individual;XXXXXX1111114111XXX4111XX11XXX1XXXXXXXXXXXXXX411;12,installment;2014-10-20;2021-03-31;679;584;0;0;individual;XXXXXX1111114111XXX4111XX11XXX1XXXXXXXXXXXXXX411;6,installment;2015-03-26;2017-04-30;0;2614;0;0;individual;;0,installment;2015-03-27;2019-04-25;7710;20872;0;7710;individual;;154,installment;2015-11-12;2021-03-31;18002;14005;0;0;individual;XXXXXX1111114111XXX4111XX11;180,installment;2016-05-27;2021-03-31;1969;1750;0;0;individual;XXXXXX1111114111XXX4111XX11XXX1XXXXXXXXXXXXXX411;19,installment;2016-05-27;2021-03-31;3499;3000;0;0;individual;XXXXXX1111114111XXX4111XX11XXX1XXXXXXXXXXXXXX411;34,installment;2017-11-14;2018-02-01;0;3000;0;0;individual;11;0,installment;2017-11-14;2021-03-31;97;91;0;0;individual;XXXXXX1111114111XXX4111XX11XXX1;0,installment;2019-01-28;2021-03-31;12250;17279;0;12250;jointContractLiability;;245,installment;2020-09-11;2021-03-31;3500;3500;0;0;individual;111111;35,installment;2020-09-11;2021-03-31;6000;6000;0;0;individual;111111;60,installment;2021-04-16;2021-04-29;11893;20447;0;0;individual;;340,open;2019-08-07;2021-03-31;4658;4658;0;4658;individual;;139,open;2020-07-31;2021-03-31;354;4247;0;0;individual;1111111;10,revolving;2015-04-12;2019-09-20;851;851;300;851;individual;;17,revolving;2019-03-01;2019-11-11;0;938;300;0;individual;11121111;0,revolving;2019-08-23;2019-10-10;0;1089;700;0;authorizedUser;1;0,revolving;2019-08-23;2020-01-15;0;2304;700;0;terminated;111;0,revolving;2021-03-03;2021-04-08;0;261;300;0;individual;1;0,revolving;2021-03-05;2021-04-04;2;272;300;0;individual;;2,revolving;2021-03-07;2021-04-19;0;182;200;0;individual;1;0,revolving;2021-03-15;2021-04-17;0;318;500;0;individual;1;0"
642,15,5,0,22,0,14,0,84000,0,69,1123,0,627,,,,"installment;2013-09-30;2018-10-04;0;28045;0;0;jointContractLiability;111111111111111112222222122211111111111111111111;0,installment;2017-11-28;2018-05-18;0;4500;0;0;individual;111111;0,installment;2018-05-29;2018-12-04;0;3500;0;0;individual;1111111;0,installment;2018-09-24;2021-02-24;37354;47464;0;0;jointContractLiability;11111111111221111111111111111;700,installment;2018-12-03;2020-03-20;0;7900;0;0;individual;11115321111111;0,installment;2019-02-02;2019-08-31;0;5000;0;0;individual;;0,installment;2019-05-01;2019-12-31;1748;1595;0;1748;individual;;17,installment;2020-02-26;2020-07-24;0;5508;0;0;individual;11111;0,installment;2021-02-11;2021-03-31;4504;5102;0;0;individual;1;371,mortgage;2005-04-14;2016-06-06;0;299250;0;0;jointContractLiability;5555555543222221121111111111111;0,revolving;2014-08-31;2020-10-20;0;1462;1000;0;individual;115555555555554321111111111111111111111111111111;0,revolving;2015-11-15;2021-04-13;0;376;300;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2015-11-28;2021-04-27;0;586;500;0;individual;111111111111111111111111111111111111111111111111;0,revolving;2017-09-09;2021-03-08;0;3735;3000;0;individual;;0,revolving;2020-12-22;2021-04-24;298;403;550;0;individual;111;35"
